accession,assembly_stats_contig_l50,assembly_stats_contig_n50,assembly_stats_gc_count,assembly_stats_gc_percent,assembly_stats_genome_coverage,assembly_stats_number_of_component_sequences,assembly_stats_number_of_contigs,assembly_stats_number_of_scaffolds,assembly_stats_scaffold_l50,assembly_stats_scaffold_n50,assembly_stats_total_number_of_chromosomes,assembly_stats_total_sequence_length,assembly_stats_total_ungapped_length,organism_common_name,organism_infraspecific_names_isolate,organism_infraspecific_names_strain,organism_organism_name,organism_tax_id
GCF_000732045.2,1,4620577,2490001,52,431,2,2,2,1,4620577,2,4767676,4767676,,,CFSAN012622,Salmonella enterica subsp. enterica serovar Give,46626
GCF_002863765.1,1,4805333,2553130,52,533,2,2,2,1,4805333,2,4900060,4900060,,,CFSAN024229,Salmonella enterica subsp. enterica serovar Give,46626
GCF_028892785.1,1,4647824,2431730,52.5,1003,2,2,2,1,4647824,2,4651194,4651194,,,RM019,Salmonella enterica subsp. enterica serovar Give,46626
GCF_028892885.1,1,4647778,2431709,52.5,1016,2,2,2,1,4647778,2,4651148,4651148,,,RM007,Salmonella enterica subsp. enterica serovar Give,46626
GCF_900477925.1,1,4638063,2422379,52,148,1,1,1,1,4638063,1,4638063,4638063,,,NCTC5778,Salmonella enterica subsp. enterica serovar Give,46626
GCA_000487215.2,1,4750116,2480610,52,200,1,1,1,1,4750116,1,4750116,4750116,,,CFSAN001314,Salmonella enterica subsp. enterica serovar Give,46626
GCA_000732045.2,1,4620577,2490001,52,431,2,2,2,1,4620577,2,4767676,4767676,,,CFSAN012622,Salmonella enterica subsp. enterica serovar Give,46626
GCA_002863765.1,1,4805333,2553130,52,533,2,2,2,1,4805333,2,4900060,4900060,,,CFSAN024229,Salmonella enterica subsp. enterica serovar Give,46626
GCA_028892785.1,1,4647824,2431730,52.5,1003,2,2,2,1,4647824,2,4651194,4651194,,,RM019,Salmonella enterica subsp. enterica serovar Give,46626
GCA_028892885.1,1,4647778,2431709,52.5,1016,2,2,2,1,4647778,2,4651148,4651148,,,RM007,Salmonella enterica subsp. enterica serovar Give,46626
GCA_900477925.1,1,4638063,2422379,52,148,1,1,1,1,4638063,1,4638063,4638063,,,NCTC5778,Salmonella enterica subsp. enterica serovar Give,46626
GCA_018339855.2,1,4852639,2531651,52,205,1,1,1,1,4852639,1,4852639,4852639,,,CFSAN004343,Salmonella enterica subsp. enterica serovar Give var. 15 str. CFSAN004343,1410932
GCF_030863605.1,1,4986395,2601857,52,10,1,1,1,1,4986395,1,4986395,4986395,,,GSJ/2017-Sal-014,Salmonella enterica subsp. enterica serovar Gloucester,2564474
GCA_030863605.1,1,4986395,2601857,52,10,1,1,1,1,4986395,1,4986395,4986395,,,GSJ/2017-Sal-014,Salmonella enterica subsp. enterica serovar Gloucester,2564474
GCF_004358925.1,1,4645553,2561398,52,100,3,3,3,1,4645553,3,4927300,4927300,,,R18.0877,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_006228345.1,1,4645545,2559537,52,300,2,2,2,1,4645545,2,4923922,4923922,,,Sal-5364,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_014858545.1,1,4645545,2556002,52,100,2,2,2,1,4645545,2,4916241,4916241,,,R18.1656,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_014858565.1,1,4646755,2555533,52,100,3,3,3,1,4646755,3,4914941,4914941,,,R18.1074,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_021397625.1,1,4647582,2603510,52,140,4,4,4,1,4647582,4,5008388,5008388,,,5ASAL05,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_021397645.1,1,4647696,2599012,52,319,4,4,4,1,4647696,4,4999641,4999641,,,5ASAL09,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_021397675.1,1,4647585,2598964,52,139,4,4,4,1,4647585,4,4999530,4999530,,,5ASAL07,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_024266185.1,1,4645547,2553347,52,105,3,3,3,1,4645547,3,4911276,4911276,,,R18.0450,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_024266205.1,1,4645547,2587788,52,224,4,4,4,1,4645547,4,4990068,4990068,,,R18.1297,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_029166965.1,1,4677190,2554445,52,100,2,2,2,1,4677190,2,4914520,4914520,,Sal02792,,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_046838395.1,1,4710758,2579379,52,100,5,5,5,1,4710758,5,4944513,4944513,,,T67,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_900635695.1,1,4677748,2443289,52,100,1,1,1,1,4677748,1,4677748,4677748,,,NCTC13175,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_004358925.1,1,4645553,2561398,52,100,3,3,3,1,4645553,3,4927300,4927300,,,R18.0877,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_006228345.1,1,4645545,2559537,52,300,2,2,2,1,4645545,2,4923922,4923922,,,Sal-5364,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_014858545.1,1,4645545,2556002,52,100,2,2,2,1,4645545,2,4916241,4916241,,,R18.1656,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_014858565.1,1,4646755,2555533,52,100,3,3,3,1,4646755,3,4914941,4914941,,,R18.1074,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_021397625.1,1,4647582,2603510,52,140,4,4,4,1,4647582,4,5008388,5008388,,,5ASAL05,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_021397645.1,1,4647696,2599012,52,319,4,4,4,1,4647696,4,4999641,4999641,,,5ASAL09,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_021397675.1,1,4647585,2598964,52,139,4,4,4,1,4647585,4,4999530,4999530,,,5ASAL07,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_024266185.1,1,4645547,2553347,52,105,3,3,3,1,4645547,3,4911276,4911276,,,R18.0450,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_024266205.1,1,4645547,2587788,52,224,4,4,4,1,4645547,4,4990068,4990068,,,R18.1297,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_029166965.1,1,4677190,2554445,52,100,2,2,2,1,4677190,2,4914520,4914520,,Sal02792,,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_046838395.1,1,4710758,2579379,52,100,5,5,5,1,4710758,5,4944513,4944513,,,T67,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCA_900635695.1,1,4677748,2443289,52,100,1,1,1,1,4677748,1,4677748,4677748,,,NCTC13175,Salmonella enterica subsp. enterica serovar Goldcoast,260678
GCF_043148645.1,1,4707676,2467197,52.5,28,4,4,4,1,4707676,4,4721432,4721432,,,S-27606,Salmonella enterica subsp. enterica serovar Gombe,2564481
GCA_043148645.1,1,4707676,2467197,52.5,28,4,4,4,1,4707676,4,4721432,4721432,,,S-27606,Salmonella enterica subsp. enterica serovar Gombe,2564481
GCF_002209205.2,1,4916780,2576712,52,13.0066,4,4,4,1,4916780,4,4944234,4944234,,,FDAARGOS_313,Salmonella enterica subsp. enterica serovar Hadar,149385
GCF_004768645.1,1,4633429,2456040,52,60,6,6,6,1,4633429,6,4703497,4703497,,,12-2388,Salmonella enterica subsp. enterica serovar Hadar,149385
GCF_016454325.1,1,4832735,2576447,52,476,2,2,2,1,4832735,2,4934408,4934408,,,CVM 24392,Salmonella enterica subsp. enterica serovar Hadar,149385
GCF_034491365.1,1,4759743,2484796,52,100,1,1,1,1,4759743,1,4759743,4759743,,,PNUSAS249879,Salmonella enterica subsp. enterica serovar Hadar,149385
GCF_034493545.1,1,4861050,2629744,52,100,4,4,4,1,4861050,4,5048161,5048161,,,PNUSAS360131,Salmonella enterica subsp. enterica serovar Hadar,149385
GCF_034494365.1,1,4841234,2529416,52,100,1,1,1,1,4841234,1,4841234,4841234,,,PNUSAS318075,Salmonella enterica subsp. enterica serovar Hadar,149385
GCF_045040835.1,1,4719913,2467478,52.5,100,2,2,2,1,4719913,2,4722009,4722009,,,PNUSAS295274,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_002209205.2,1,4916780,2576712,52,13.0066,4,4,4,1,4916780,4,4944234,4944234,,,FDAARGOS_313,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_004768645.1,1,4633429,2456040,52,60,6,6,6,1,4633429,6,4703497,4703497,,,12-2388,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_005688995.2,1,4755540,2482846,52,493,1,1,1,1,4755540,1,4755540,4755540,,,CVM N17S312,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_007862245.2,1,4764991,2555677,52,389,3,3,3,1,4764991,3,4894923,4894923,,,CVM N18S1943,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_010001925.2,1,4685429,2485753,52,88,7,7,7,1,4685429,7,4764800,4764800,,,PNUSAS018090,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_010417285.2,1,4831547,2532597,52,423,7,7,7,1,4831547,7,4860589,4860589,,,FSIS11705858,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_010621305.2,1,4801674,2510983,52.5,148,2,2,2,1,4801674,2,4805578,4805578,,,2015AM-0414,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_011184255.2,1,4763070,2509481,52,446,4,4,4,1,4763070,4,4824030,4824030,,,CVM N18S2154,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_011425125.2,1,4768329,2490186,52,611,1,1,1,1,4768329,1,4768329,4768329,,,FSIS21821046,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_014291455.2,1,4810825,2510277,52,182,1,1,1,1,4810825,1,4810825,4810825,,,FSIS12032794,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_014292455.2,1,4809436,2513637,52,453,3,3,3,1,4809436,3,4818238,4818238,,,FSIS22029077,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_014292935.2,1,4809452,2509505,52,153,1,1,1,1,4809452,1,4809452,4809452,,,FSIS12032803,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_014548345.2,1,4809448,2509490,52,129,1,1,1,1,4809448,1,4809448,4809448,,,FSIS12033325,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_014644715.2,1,4809433,2515838,52,539,2,2,2,1,4809433,2,4822495,4822495,,,FSIS32003879,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_015172155.2,1,4759807,2485169,52,238,1,1,1,1,4759807,1,4759807,4759807,,,FSIS12034641,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_015226605.2,1,4759834,2485180,52,587,1,1,1,1,4759834,1,4759834,4759834,,,FSIS32004124,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_016454325.1,1,4832735,2576447,52,476,2,2,2,1,4832735,2,4934408,4934408,,,CVM 24392,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_019915665.1,1,4763066,2495145,52,791,2,2,2,1,4763066,2,4777015,4777015,,17CO10GT07S-B,CVM N17S1270,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_022569715.1,1,4711128,2462638,52.5,67,1,1,1,1,4711128,1,4711128,4711128,,,2021K-0017,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_022569735.1,1,4819027,2519693,52,90,3,3,3,1,4819027,3,4829291,4829291,,,2017AM-0493,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_034491365.1,1,4759743,2484796,52,100,1,1,1,1,4759743,1,4759743,4759743,,,PNUSAS249879,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_034493545.1,1,4861050,2629744,52,100,4,4,4,1,4861050,4,5048161,5048161,,,PNUSAS360131,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_034494365.1,1,4841234,2529416,52,100,1,1,1,1,4841234,1,4841234,4841234,,,PNUSAS318075,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_040256065.1,1,4755535,2499810,52,459,9,9,9,1,4755535,9,4790249,4790249,,,CVM N17S1255,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_040256185.1,1,4719003,2524465,52,527,3,3,3,1,4719003,3,4832499,4832499,,,SAL-20-VL-OH-OSU-0008,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_040256195.1,1,4795311,2528589,52,365,6,6,6,1,4795311,6,4848367,4848367,,,CVM N19S0498,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_040256205.1,1,4795960,2528914,52,339,6,6,6,1,4795960,6,4849016,4849016,,,19OR09GT01-S1,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_040256235.1,1,4778225,2500669,52,363,3,3,3,1,4778225,3,4789140,4789140,,,23OR01GT05-S1,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_045040835.1,1,4719913,2467478,52.5,100,2,2,2,1,4719913,2,4722009,4722009,,,PNUSAS295274,Salmonella enterica subsp. enterica serovar Hadar,149385
GCA_014432465.2,1,4717025,2465545,52.5,793,1,1,1,1,4717025,1,4717025,4717025,,,CFSAN008725,Salmonella enterica subsp. enterica serovar Hartford,568095
GCA_018339455.1,1,4815272,2514378,52,1468,1,1,1,1,4815272,1,4815272,4815272,,,CFSAN008740,Salmonella enterica subsp. enterica serovar Hartford,568095
GCF_900635855.1,1,4708696,2455810,52,100,1,1,1,1,4708696,1,4708696,4708696,,,NCTC6086,Salmonella enterica subsp. enterica serovar Havana,179997
GCA_016454625.1,1,4788249,2562282,52,607,3,3,3,1,4788249,3,4904594,4904594,,,CVM 20761,Salmonella enterica subsp. enterica serovar Havana,179997
GCA_900635855.1,1,4708696,2455810,52,100,1,1,1,1,4708696,1,4708696,4708696,,,NCTC6086,Salmonella enterica subsp. enterica serovar Havana,179997
GCA_018338295.1,1,4747850,2481750,52.5,44,1,1,1,1,4747850,1,4747850,4747850,,,CFSAN001082,Salmonella enterica subsp. enterica serovar Havana str. CFSAN001082,1194156
GCF_002777175.1,1,4765719,2485376,52,396,1,1,1,1,4765719,1,4765719,4765719,,,FDA957831-1-1,Salmonella enterica subsp. enterica serovar Hayindogo,1911681
GCA_002777175.1,1,4765719,2485376,52,396,1,1,1,1,4765719,1,4765719,4765719,,,CFSAN050752,Salmonella enterica subsp. enterica serovar Hayindogo,1911681
GCF_001188125.2,1,4751278,2479786,52,15.65,1,1,1,1,4751278,1,4751278,4751278,,,FDAARGOS_54,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001441205.1,1,4751447,2544769,52,85,3,3,3,1,4751447,3,4888155,4888155,,,SA02DT10168701,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001441225.1,1,4790331,2598343,52,133,6,6,6,1,4790331,6,4992458,4992458,,,12-4374,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001441245.1,1,4809628,2674784,52,70,7,7,7,1,4809628,7,5157495,5157495,,,N13-01290,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001689935.1,1,4751442,2496532,52,61,3,3,3,1,4751442,3,4791235,4791235,,,SH12-007,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690005.1,1,4751442,2496534,52,75,3,3,3,1,4751442,3,4791235,4791235,,,SH12-003,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690035.1,1,4747525,2497592,52,123,4,4,4,1,4747525,4,4793963,4793963,,,SH14-028,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690055.1,1,4751447,2544783,52,70,3,3,3,1,4751447,3,4888142,4888142,,,11-004736-1-7,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690075.1,1,4751335,2544734,52,66,4,4,4,1,4751335,4,4888003,4888003,,,CE-R2-11-0435,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690095.1,1,4751449,2543818,52,61,4,4,4,1,4751449,4,4885371,4885371,,,SA01AB09084001,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690115.1,1,4750474,2546869,52,65,4,4,4,1,4750474,4,4891990,4891990,,,SA02DT09004001,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001690135.1,1,4751375,2623378,52,34,5,5,5,1,4751375,5,5062479,5062479,,,09-036813-1A,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692495.1,1,4751227,2495278,52,63,2,2,2,1,4751227,2,4788924,4788924,,,A3EZ223,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692515.1,1,4751453,2496610,52,127,3,3,3,1,4751453,3,4791396,4791396,,,AMR588-04-00435,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692535.1,1,4750330,2494764,52,143,2,2,2,1,4750330,2,4788026,4788026,,,SH13-006,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692555.1,1,4751226,2495275,52,52,2,2,2,1,4751226,2,4788923,4788923,,,A3ES40,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692575.1,1,4751746,2546184,52,125,4,4,4,1,4751746,4,4890688,4890688,,,AMR588-04-00320,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692595.1,1,4751462,2546013,52,127,4,4,4,1,4751462,4,4890403,4890403,,,AMR588-04-00318,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692615.1,1,4751454,2496612,52,130,3,3,3,1,4751454,3,4791397,4791397,,,AMR588-04-00437,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692635.1,1,4750331,2494764,52,143,2,2,2,1,4750331,2,4788027,4788027,,,SH13-004,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_001692655.1,1,4747526,2548839,52,61,5,5,5,1,4747526,5,4893437,4893437,,,SH14-009,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_002984035.1,1,4776422,2598908,52,14.0335,2,2,2,1,4776422,2,5008763,5008763,,,FDAARGOS_319,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_003971525.1,1,4718794,2578579,52,33,4,4,4,1,4718794,4,4949130,4949130,,,5,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_003986635.1,1,4793457,2580907,52,496,3,3,3,1,4793457,3,4954994,4954994,,,CFSAN067218,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_004564195.1,1,4760321,2483889,52,83,1,1,1,1,4760321,1,4760321,4760321,,,UFPRLABMOR1,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_006695545.1,1,4782639,2664583,52,923,2,2,2,1,4782639,2,5120663,5120663,,,CVM N58631,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_008124065.1,1,4751368,2582515,52,343,3,3,3,1,4751368,3,4954714,4954714,,,SL-312,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_008727595.1,1,4751364,2546142,52,108.59,3,3,3,1,4751364,3,4890744,4890744,,,AR-0404,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_016452005.1,1,4856293,2693693,52,678,3,3,3,1,4856293,3,5197189,5197189,,,CVM 35161,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_016454265.1,1,4856212,2773655,52,325,4,4,4,1,4856212,4,5353174,5353174,,,CVM 28322,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_016454385.1,1,4792518,2667475,52,473,3,3,3,1,4792518,3,5139892,5139892,,,CVM 24359,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_016454645.1,1,4744872,2650340,52,755,3,3,3,1,4744872,3,5103029,5103029,,,CVM 20760,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_019426245.1,1,4751137,2495184,52,288,2,2,2,1,4751137,2,4788855,4788855,,,SH-2813-Parental 2,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_028893235.1,1,4775084,2627836,52,803,3,3,3,1,4775084,3,5041706,5041706,,,RM101,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_030345015.1,1,4753260,2547836,52,70,4,4,4,1,4753260,4,4894545,4894545,,FT3-7B,,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCF_900478405.1,1,4786558,2496674,52,145,1,1,1,1,4786558,1,4786558,4786558,,,NCTC5717,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001188125.2,1,4751278,2479786,52,15.65,1,1,1,1,4751278,1,4751278,4751278,,,FDAARGOS_54,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001441205.1,1,4751447,2544769,52,85,3,3,3,1,4751447,3,4888155,4888155,,,SA02DT10168701,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001441225.1,1,4790331,2598343,52,133,6,6,6,1,4790331,6,4992458,4992458,,,12-4374,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001441245.1,1,4809628,2674784,52,70,7,7,7,1,4809628,7,5157495,5157495,,,N13-01290,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001689935.1,1,4751442,2496532,52,61,3,3,3,1,4751442,3,4791235,4791235,,,SH12-007,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690005.1,1,4751442,2496534,52,75,3,3,3,1,4751442,3,4791235,4791235,,,SH12-003,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690035.1,1,4747525,2497592,52,123,4,4,4,1,4747525,4,4793963,4793963,,,SH14-028,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690055.1,1,4751447,2544783,52,70,3,3,3,1,4751447,3,4888142,4888142,,,11-004736-1-7,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690075.1,1,4751335,2544734,52,66,4,4,4,1,4751335,4,4888003,4888003,,,CE-R2-11-0435,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690095.1,1,4751449,2543818,52,61,4,4,4,1,4751449,4,4885371,4885371,,,SA01AB09084001,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690115.1,1,4750474,2546869,52,65,4,4,4,1,4750474,4,4891990,4891990,,,SA02DT09004001,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001690135.1,1,4751375,2623378,52,34,5,5,5,1,4751375,5,5062479,5062479,,,09-036813-1A,Salmonella enterica subsp. enterica serovar Heidelberg,611
GCA_001692495.1,1,4751227,2495278,52,63,2,2,2,1,4751227,2,4788924,4788924,,,A3EZ223,Salmonella enterica subsp. enterica serovar Heidelberg,611
